#id	warrant0	warrant1	correctLabelW0orW1	reason	claim	debateTitle	debateInfo
18249368_33_A247LJDZOGXJK6	most comment sections are not well moderated	A few comment sections are not well moderated	1	Comments when moderated provide value To readers	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18864084_235_AYFOAD75CRBKE	they've also push them away in other cases	they've also embraced them in other cases	1	Christianity has helped make legislation that protects gays	Christians have not created A harmful atmosphere for gays	Have Christians Created A Harmful Atmosphere for Gays	church backed efforts To fight <abbv> rights have been blamed for feeding A hateful atmosphere that accommodates attacks on gays
18247680_474_A1HKYY6XI2OHO1	inappropriate comments make them excruciating	inappropriate comments make them exciting	0	Comments sections become <unk> by inappropriate commenters	Comment sections have failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
17288839_181_A1HKYY6XI2OHO1	Iran doesn't have enough money or jihadists	Iran makes up for what it doesn't have in money with jihadists	0	Israel knows Iran doesn't have the money or desire To take on A large army	Iran doesn't remain A threat	Does Iran Remain A Threat	Despite the accord that reduced its ability To build nuclear weapons is it still A threat To safety And stability <unk> the region
18247268_242_A1I4CYG5YDFTYM	those abuses are rarely vile And do not bully other users or spread false information	those abuses are often vile And bully other users as well as spread false information	0	Comment sections are an important place for discussion even if some posters abuse them	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18244743_509_A34QZDSTKZ3JO9	people only go To the comment section To troll	not all people go To the comment section To troll	0	Comment sections have devolved into anonymous school yard bullying offering no debate or discussion	Comment sections have failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18692186_0_A104V8NZIQFN2F	less guns will lead To greater risks	less guns will lead To fewer risks	1	More guns will not provide more safety	Guns should not be permitted on college campuses	Should Guns Be Permitted on College Campuses	Supporters say guns makes campuses safer Opponents question the effect guns have on public safety And academic freedom
19639960_0_A1CF6U3GF7DZEJ	I followed the website information And got helpful info	I followed the website information And got bad info	0	I turned To the internet when my husband was diagnosed with late stage aggressive prostate cancer <num> years ago	Medical websites are healthful	Are Medical Websites Healthful	Does the internet add To patients knowledge or dangerously misinform them
19124151_0_A1LZPWVZRTUZD0	denouncing A candidate is not A statement <unk> their political views	denouncing A candidate is A statement <unk> their political views	1	It is not A justice job To state their political views it is simply To enforce the law	Supreme court justice cannot denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
18865357_593_A1I4CYG5YDFTYM	most christians do not truly believe that they should love everyone as Jesus did even if they are sinners	most christians believe that they should love everyone as Jesus did even if they are sinners	0	The Bible is not consistent in it treatment <unk> sex And marriage	Christians have created A harmful atmosphere for gays	Have Christians Created A Harmful Atmosphere for Gays	church backed efforts To fight <abbv> rights have been blamed for feeding A hateful atmosphere that accommodates attacks on gays
17284024_405_A1DJNUJZN8FE7N	we shouldn't allow private schools in the first place	we should allow private alternatives	1	Free public education undermines private alternatives	College should not be free	Should College Be Free	The cost <unk> higher education is very much on the minds <unk> many voters these days And it an issue among politicians from both sides <unk> the aisle
18694894_223_A34QZDSTKZ3JO9	teenagers that make bad decisions could not be stopped by A gun	teenagers that make bad decisions could be stopped by A gun	0	Teenagers may not have the best capacity for well thought out decisions And should not have free access To guns	Guns should not be permitted on college campuses	Should Guns Be Permitted on College Campuses	Supporters say guns makes campuses safer Opponents question the effect guns have on public safety And academic freedom
19586126_674_A104V8NZIQFN2F	Obamacare is only about governing insurance companies	Obamacare is not about governing insurance companies	0	Insurance companies should not be governed by government policies	Obamacare is not sustainable	Is Obamacare Sustainable	Some insurance companies are pulling out <unk> certain <abbv> state health care exchanges
18256373_114_A1DJNUJZN8FE7N	that moderation has proven To establish itself elsewhere	that moderation has failed To establish itself elsewhere	0	Moderated comment sections such as those in the New York Times are free <unk> the typical abuse And invective often found elsewhere	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
17286558_86_A1CF6U3GF7DZEJ	this does goes beyond the basic knowledge gained in high school	this does not have To go beyond the basic knowledge gained in high school	0	Education is very important And should be funded with tax money	College should be free	Should College Be Free	The cost <unk> higher education is very much on the minds <unk> many voters these days And it an issue among politicians from both sides <unk> the aisle
18553740_340_AE861G0AY5RGT	such risks are always A factor no matter what country hosts the olympics	such risks are t always A factor when other countries host the olympics	1	From A health standpoint it is too risky To go To the olympics	Brazil should postpone Olympics	Should Brazil Postpone the Olympics	The country is in the midst <unk> A political And economic crisis not To mention A Zika outbreak And the Summer Games are three months away
19637475_162_A2JKETV64OU7DY	self diagnosis has internal bias because patients know themselves better And it has A less chance for error	self diagnosis has internal bias And has A great chance for error	0	A search on A medical site could get early treatment	Medical websites are healthful	Are Medical Websites Healthful	Does the internet add To patients knowledge or dangerously misinform them
19124151_0_A104V8NZIQFN2F	supreme court justice can never go beyond her job	supreme court justice can sometimes go beyond her job	0	It is not A justice job To state their political views it is simply To enforce the law	Supreme court justice cannot denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
18244616_333_A104V8NZIQFN2F	everyone is contributing knowledge	no one is contributing knowledge And are just being hateful	0	Comments allow those with other knowledge To act as A balance And fact check the article	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
19122808_507_A247LJDZOGXJK6	expressing an opinion about A candidate moral character has nothing To do with politics	expressing an opinion about A candidate moral character has everything To do with politics	1	The Supreme Court justice position is set apart from politics And thus justices should not participate in politics	Supreme court justice cannot denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
19639295_283_A3TKD7EJ6BM0M5	this diagnosis caused me To live in pain for the rest <unk> my life	this diagnosis caused me To live in less pain for the rest <unk> my life	1	By using information on the medical website while conferring with my doctor I was able To get A more accurate diagnoses And alleviate personal fears	Medical websites are healthful	Are Medical Websites Healthful	Does the internet add To patients knowledge or dangerously misinform them
18246336_20_A1DJNUJZN8FE7N	mindless vitriol And verbal violence are A joy To read	mindless vitriol And verbal violence are hard To read	1	Comments often show mindless vitriol And verbal violence	Comment sections have failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18251910_98_AA7ASGQEOMKEZ	the discussion quickly degrades	the discussion quickly gets better	1	Comments add interest And spark discussion	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18347680_0_A3TKD7EJ6BM0M5	milk is not marijuana	milk is similar To marijuana	1	Milk isn't A gateway drug even though most people drink it as children	Marijuana is not A gateway drug	Is Marijuana A Gateway Drug	Does using marijuana lead To the use <unk> more dangerous drugs making it too dangerous To legalize
17286558_86_A3TKD7EJ6BM0M5	this education should consist only <unk> job training	this education should consist <unk> more than only job training	1	Education is very important And should be funded with tax money	College should be free	Should College Be Free	The cost <unk> higher education is very much on the minds <unk> many voters these days And it an issue among politicians from both sides <unk> the aisle
18336292_0_A2GHGJP29KRWOQ	not all drugs are gateway drugs	all drugs are gateway drugs	0	Prescription drugs are the real gateway drugs as they are dangerous And lead To increased heroin addiction And death by overdose	Marijuana is not A gateway drug	Is Marijuana A Gateway Drug	Does using marijuana lead To the use <unk> more dangerous drugs making it too dangerous To legalize
18884220_318_A1I4CYG5YDFTYM	this is A personal belief that does not sway the law or change what homosexual people are allowed To do	this is A personal belief that can sway the law or change what homosexual people are allowed To do	1	Christians feel homosexuality is immoral	Christians have created A harmful atmosphere for gays	Have Christians Created A Harmful Atmosphere for Gays	church backed efforts To fight <abbv> rights have been blamed for feeding A hateful atmosphere that accommodates attacks on gays
17965626_105_APW9F8OTJ4KXO	they outnumber passionate baby boomers who are determined To keep the status quo	they are outnumbered by passionate baby boomers who are determined To keep the status quo	0	College students constant questioning <unk> everything lead them To not be swayed by lies And promises	College students votes do matter in an election	Do College Students Votes Really Matter in an Election	Young people are often politically active but their electoral power is unproven
20922649_353_A247LJDZOGXJK6	students need To learn more about their own culture rather than focus on foreign cultures	students need To learn about both their own culture And foreign cultures	1	Learning A language allows you To assimilate A culture in A way not possible by other methods	Foreign language classes should be mandatory in college	Should Foreign Language Classes Be Mandatory in College	A Princeton University proposal would require students To study A language other than English even if they are already proficient in A foreign language
18006717_148_A3TKD7EJ6BM0M5	the poor should not learn how To embrace suffering	the poor should learn how To embrace suffering	0	Mother Teresa work was more about indulging the pain And suffering <unk> the poor for their own good	Mother Teresa should not be canonized	Should Mother Teresa Be canonized	Given questions about the type <unk> care the Catholic nun provided To the poor is Pope Francis right To make her A saint
19638956_0_A104V8NZIQFN2F	most people that use the internet are as intelligent as I am	most people that use the internet are not as intelligent as I am	0	I was able To do considerable research on the cancer I was diagnosed with on my own And my oncologist respected my knowledge And worked with me	Medical websites are healthful	Are Medical Websites Healthful	Does the internet add To patients knowledge or dangerously misinform them
18248069_0_A1CF6U3GF7DZEJ	most comments sections have good views from sane people	most comments sections have bad views from lunatics	0	Comment sections with good comments help me see different views	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
19136268_302_A104V8NZIQFN2F	the courts place is in moral <unk>	the courts place is not in moral <unk>	0	The Supreme Court Justice recognized Trump harmful energies And felt it was A time when there was A moral imperative To resist evil	Supreme court justice can denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
18251910_187_A1LZPWVZRTUZD0	these perspectives often include obscene hateful comments directed at individual people	these perspectives often include pure loving comments directed at individual people	1	They provide other peoples perspectives on topics	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18540371_83_A104V8NZIQFN2F	the safety And health <unk> the participants is A big deal	the safety And health <unk> the participants is not A big deal	0	The safety And health <unk> the participants are at risk	Brazil should postpone Olympics	Should Brazil Postpone the Olympics	The country is in the midst <unk> A political And economic crisis not To mention A Zika outbreak And the Summer Games are three months away
18863796_398_A1I4CYG5YDFTYM	these are leaders	these are just A few people not everyone has To like everyone else that is life get over it	0	Well known leaders <unk> the Christian community have been very <unk> And vile about members <unk> the LGBT community	Christians have created A harmful atmosphere for gays	Have Christians Created A Harmful Atmosphere for Gays	church backed efforts To fight <abbv> rights have been blamed for feeding A hateful atmosphere that accommodates attacks on gays
18865848_125_A2GHGJP29KRWOQ	the voice <unk> the majority <unk> Christians is harmful	the voice <unk> the majority <unk> Christians is not harmful	0	A small group choose To interpret the Old Testament in its literal word that drive A harmful message	Christians have created A harmful atmosphere for gays	Have Christians Created A Harmful Atmosphere for Gays	church backed efforts To fight <abbv> rights have been blamed for feeding A hateful atmosphere that accommodates attacks on gays
19119090_0_A1DJNUJZN8FE7N	it must wait for that To occur beforehand	it shouldn't wait for that To occur beforehand	1	If the Trump presidency begins To turn into A fascist dictatorship then the justices <unk> the Court will need To speak out	Supreme court justice can denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
18247937_320_A1DJNUJZN8FE7N	we all know how terrible divergent opinions can be	we all know how useful divergent opinions can be	1	Comment sections provide divergent opinions And different world views	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
17966814_225_A2GHGJP29KRWOQ	primary election is just as an election	primary election is not A real election	0	Young people influenced the Massachusetts Democrat Primary for example	College students votes do matter in an election	Do College Students Votes Really Matter in an Election	Young people are often politically active but their electoral power is unproven
18556963_34_A1LZPWVZRTUZD0	these fake articles by anonymous people have increased interest And appreciation for real journalism	these fake articles by anonymous people have decreased interest And appreciation for real journalism	1	There are anonymous people posing as real journalists with no oversight or peer review	Facebook is ruining journalism	Is Facebook Saving Journalism or Ruining It	Is the company providing A broader platform for news or is it too controlling <unk> people access To it
18247022_132_AE861G0AY5RGT	propaganda is A powerful method <unk> education	propaganda is A powerful method <unk> spreading falsehoods	1	Comment sections are just A propaganda device	Comment sections have failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18250796_0_A34QZDSTKZ3JO9	comments don't detract from the original article	comments detract from the original article	0	The reading public can use comments sections To voice their opinion on media	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18369303_107_A2JKETV64OU7DY	Google hasn't done so much To help the economy its workers And users	Google has done so much To help the economy its workers And users	0	Monopolies are not good for the market	Google is A harmful monopoly	Is Google A Harmful Monopoly	European regulators say the company Android phone blocks rival services
19637475_0_A1OYYWJ2B7OQTD	these same websites can be full <unk> information that simply frightens And doesn't inform	these same websites can be full <unk> information that enlightens And informs	1	There are cases where internet research on medical websites improved condition or saved lives	Medical websites are healthful	Are Medical Websites Healthful	Does the internet add To patients knowledge or dangerously misinform them
18540371_217_A3TKD7EJ6BM0M5	there is A great risk <unk> A Zika outbreak in Brazil	there is no risk <unk> A Zika outbreak in Brazil	0	The risk <unk> Zika outbreak is not worth holding the olympics	Brazil should postpone Olympics	Should Brazil Postpone the Olympics	The country is in the midst <unk> A political And economic crisis not To mention A Zika outbreak And the Summer Games are three months away
18865357_716_A1DJNUJZN8FE7N	only Christians have tried To define it as such	only certain sects have tried To define it as such	0	Defining marriage as between A man And woman is mean And cruel To those who may be <unk> the same sex And love each other	Christians have created A harmful atmosphere for gays	Have Christians Created A Harmful Atmosphere for Gays	church backed efforts To fight <abbv> rights have been blamed for feeding A hateful atmosphere that accommodates attacks on gays
18247680_474_A104V8NZIQFN2F	other commenters usually fix it	other commenters usually jump on the bandwagon	1	Comments sections become <unk> by inappropriate commenters	Comment sections have failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18006717_148_A34QZDSTKZ3JO9	it would make the people suffering more justified	it would not make the people suffering more justified	1	Mother Teresa work was more about indulging the pain And suffering <unk> the poor for their own good	Mother Teresa should not be canonized	Should Mother Teresa Be canonized	Given questions about the type <unk> care the Catholic nun provided To the poor is Pope Francis right To make her A saint
18865710_235_A1CF6U3GF7DZEJ	it is not acceptable from A real Christian perspective either	it is only acceptable from A real Christian perspective	1	Denying LGBT rights based on religious beliefs is not acceptable from A civil rights perspective	Christians have created A harmful atmosphere for gays	Have Christians Created A Harmful Atmosphere for Gays	church backed efforts To fight <abbv> rights have been blamed for feeding A hateful atmosphere that accommodates attacks on gays
19137971_451_A1I4CYG5YDFTYM	this would show she is biased towards one president versus another And would influence her decision on cases	this would not show she is biased towards anyone And would not influence her decision on cases	1	Justice Ginsburg has A good grasp on US history And should be allowed To voice her opinion in A presidential election	Supreme court justice can denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
18247485_311_A1J0GU26323WVA	comment sections are filled with stupidity And people who lack common sense	comment sections are not filled with stupidity And people who lack common sense	1	I don't think I absorb horrible ideas by reading them	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18249368_294_A2QVMCGDLTWV9	good And decent people are A true reflection <unk> the readership	good And decent people are not A true reflection <unk> the readership	0	The NY Times comments remind <unk> the good And decent people in the world who speak out where there is A lot <unk> bleak news elsewhere	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18337579_637_A3PILUAB7LZGWQ	most marijuana smokers also dabble in other harmless activities	most marijuana smokers also dabble in other drugs	0	Addiction is A result <unk> A personality trait And the symptoms <unk> that trait are drug abuse	Marijuana is not A gateway drug	Is Marijuana A Gateway Drug	Does using marijuana lead To the use <unk> more dangerous drugs making it too dangerous To legalize
18249237_99_AA7ASGQEOMKEZ	comments often do help with that	comments often do not help with that	0	I need the comments To trust the reporting in the article	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18241716_160_AA7ASGQEOMKEZ	most organizations do engage with the comment section	most organizations do not engage with the comment section	0	Engagement in the comment section is valuable To the organization	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18248069_290_A34QZDSTKZ3JO9	it so hard To find A comment that is worth reading	it so easy To find A comment that is worth reading	1	Finding one gem in the comments section is worth all <unk> the other problems	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
19126908_0_A34QZDSTKZ3JO9	the job has A lower priority than opinions	the job has A higher priority than opinions	0	The justices are allowed their opinions	Supreme court justice can denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
18693756_341_AE861G0AY5RGT	violence on campus or off cannot be prevented	violence on campus or off shouldn't be promoted	0	An imaginary line around A college campus will not suddenly change people who are not A public danger outside the line	Guns should be permitted on college campuses	Should Guns Be Permitted on College Campuses	Supporters say guns makes campuses safer Opponents question the effect guns have on public safety And academic freedom
18864173_512_A1I4CYG5YDFTYM	this idea is one that is only taught by Christians	this idea is not one that is only taught by Christians but by people <unk> many different backgrounds	0	anti gayness is an antiquated view that is taught by various religions And only serves To keep people divided by ignorance	Christians have created A harmful atmosphere for gays	Have Christians Created A Harmful Atmosphere for Gays	church backed efforts To fight <abbv> rights have been blamed for feeding A hateful atmosphere that accommodates attacks on gays
17138252_182_APW9F8OTJ4KXO	wearing A hijab offers A form <unk> exclusion among women	wearing A hijab offers A form <unk> solidarity among women	0	This control <unk> women is horrendous	non muslims hurt women by wearing hijabs	Do non muslims Help or Hurt Women by Wearing Hijabs	Some will wear A headscarf in solidarity with Muslim women Others say that only perpetuates the sexist dogma <unk> conservative clerics
18541016_88_A104V8NZIQFN2F	Brazil can't pump in fresh water	Brazil can pump in fresh water	0	The swimmers shouldn't have To swim in toxic water	Brazil should postpone Olympics	Should Brazil Postpone the Olympics	The country is in the midst <unk> A political And economic crisis not To mention A Zika outbreak And the Summer Games are three months away
17965626_105_AYFOAD75CRBKE	they can at times be gullible even with facts at hand	they are never gullible	1	College students constant questioning <unk> everything lead them To not be swayed by lies And promises	College students votes do matter in an election	Do College Students Votes Really Matter in an Election	Young people are often politically active but their electoral power is unproven
19124575_0_A34QZDSTKZ3JO9	when she is acting as A justice she is still A citizen	when she is acting as A justice she is not A citizen	0	Ginsburg is A US citizen with the right To speak her mind	Supreme court justice can denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
18683641_262_A104V8NZIQFN2F	government should only regulate the free market	government shouldn't regulate the free market	1	Airlines are not A free market industry	Government should regulate airline industry again	Does the Airline Industry Need To Be Regulated Again	Competition has shrunk along with seating Fees have risen fares stay high And service is A problem Should the government take action
18007196_102_A104V8NZIQFN2F	Mother Theresa used the contributions To help the needy	Mother Theresa did not use the contributions To help the needy	1	She accepted contributions To her cause from dictators And torturers And in exchange enhanced their images	Mother Teresa should not be canonized	Should Mother Teresa Be canonized	Given questions about the type <unk> care the Catholic nun provided To the poor is Pope Francis right To make her A saint
18866895_404_A34QZDSTKZ3JO9	the congressman isn't actually killing gays	the congressman promotes killing gays	1	Christian congressman Rick Allen advocating for death is harmful To gays	Christians have created A harmful atmosphere for gays	Have Christians Created A Harmful Atmosphere for Gays	church backed efforts To fight <abbv> rights have been blamed for feeding A hateful atmosphere that accommodates attacks on gays
18653311_387_A1I4CYG5YDFTYM	an early reservation system does not imply restricted access	an early reservation system implies restricted access	1	People who care about spending time in these places should be willing To make early reservations for the crowded ones	Overcrowded national parks should have restricted access	Should Overcrowded National Parks Have Restricted Access	Tourism is degrading popular natural sites with increased crowds pollution And conflicts between humans And wildlife
19140278_64_A34QZDSTKZ3JO9	justices can choose To live in silence	justices can choose not To live in silence	1	At some point in everyone lives they are faced with making the choice To speak up or live with what happens from their silence	Supreme court justice can denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
18250796_0_A104V8NZIQFN2F	the public does not know what is talking about	the public knows what is talking about	1	The reading public can use comments sections To voice their opinion on media	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18246375_210_A3TKD7EJ6BM0M5	stories need not be able To stand alone without comment	stories should be able To stand alone without comment	0	Comments give new perspectives And context To stories	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
20653659_257_A34QZDSTKZ3JO9	providers are already accountable for treatment	providers are not accountable for treatment yet	0	Rather than reforming Medicare it would make more sense To lower healthcare costs by holding providers accountable for treatment	Medicare doesn't need To be reformed	Does Medicare Need To Be Reformed	Congressional Republicans are eager To move forward with their longtime goal <unk> privatizing the government health care program for the elderly
18245183_112_A1LZPWVZRTUZD0	This important insight And knowledge usually turn out To be lies	This important insight And knowledge usually turn out To be true	1	Often times I gain important insight And knowledge from the comment section	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18319561_592_A2JKETV64OU7DY	most <unk> their issues are wanting To do more legal things	most <unk> their issues are wanting To do more illegal things	0	If felons are not allowed To vote it causes society To ignore issues that pertain To prison populations	Felons should be allowed To vote	Should Felons Ever Be Allowed To Vote	Laws disenfranchising felons in several states have had A disproportionate effect on african americans
19126908_0_APW9F8OTJ4KXO	it is entirely possible To have an opinion without publicly expressing it	it isn't possible To express an opinion without saying it	1	The justices are allowed their opinions	Supreme court justice can denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
18864139_144_A34QZDSTKZ3JO9	Christians are only following holy orders And the ideals portrayed in the book	Christians are following common sense And not holy orders And the ideals portrayed in the book	0	If you look To A holy book written long long ago And betraying its human origins on every page Inevitably be in constant conflict with social progress And reality	Christians have created A harmful atmosphere for gays	Have Christians Created A Harmful Atmosphere for Gays	church backed efforts To fight <abbv> rights have been blamed for feeding A hateful atmosphere that accommodates attacks on gays
18246562_277_A1DJNUJZN8FE7N	usually those feelings are malicious And intolerable	usually those feelings are not malicious And intolerable	1	Comment sections give value by showing the feelings <unk> the community	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
19135848_0_A104V8NZIQFN2F	etiquette is for judicial comments too	etiquette is for fancy dinner parties not judicial comments	0	Ginsburg comments on Trump fitness To hold office are well within etiquette	Supreme court justice can denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
18256373_114_A34QZDSTKZ3JO9	the comment sections actually need To be moderated	the comment sections actually seldomly need To be moderated	1	Moderated comment sections such as those in the New York Times are free <unk> the typical abuse And invective often found elsewhere	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18246663_838_A1CF6U3GF7DZEJ	these readers are often knowledgeable And cause the article To be healthily debated	these readers are often fringe And cause the article To be A circus	0	Comment sections can bring in more readers if the author addressed different reactions To columns	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18866076_35_AA7ASGQEOMKEZ	many Christians would not like for us To do the same as in Muslim countries	many Christians would like for us To do the same as in Muslim countries	1	Muslim countries arrest or execute gays	Christians have not created A harmful atmosphere for gays	Have Christians Created A Harmful Atmosphere for Gays	church backed efforts To fight <abbv> rights have been blamed for feeding A hateful atmosphere that accommodates attacks on gays
19641659_0_AYFOAD75CRBKE	the wrong information is out there too	the right information is out there too	1	Not doing your own research can be hazardous To your health	Medical websites are healthful	Are Medical Websites Healthful	Does the internet add To patients knowledge or dangerously misinform them
18179593_0_A2GHGJP29KRWOQ	the extra money is spent on all students	the extra money isn't spent on all students	1	Public University accept out <unk> state students so they can get more money	Public universities are neglecting in state students	Are Public Universities Neglecting in state Students	State schools are accepting more And more nonresidents To bridge budget gaps
18242693_133_A1CF6U3GF7DZEJ	these sections provide the best entertainment	these sections do not provide the best entertainment	1	People cannot have educated debates rather they name call And insult in comment sections	Comment sections have failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18362833_8_AE861G0AY5RGT	Google is playing nice with all their competition in their bid for success	Google is squaring all competition in their bid for success	0	Google is simply A wildly successful American company	Google is not A harmful monopoly	Is Google A Harmful Monopoly	European regulators say the company Android phone blocks rival services
18249368_294_A1CF6U3GF7DZEJ	this speaking out has done nothing constructive	this speaking out has done many things that are constructive	1	The NY Times comments remind <unk> the good And decent people in the world who speak out where there is A lot <unk> bleak news elsewhere	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18866470_0_AE861G0AY5RGT	Christians never abandoned religious dogma	Christians long ago abandoned religious dogma	0	Dreher antics prove Christians don't want peace with the LGBT community which wants To live under laws <unk> democracy not religious dogma	Christians have created A harmful atmosphere for gays	Have Christians Created A Harmful Atmosphere for Gays	church backed efforts To fight <abbv> rights have been blamed for feeding A hateful atmosphere that accommodates attacks on gays
20644762_102_A247LJDZOGXJK6	the low costs are not A reflection <unk> the substandard care	the low costs are A reflection <unk> the substandard care	0	The costs <unk> it are relatively low	Medicare doesn't need To be reformed	Does Medicare Need To Be Reformed	Congressional Republicans are eager To move forward with their longtime goal <unk> privatizing the government health care program for the elderly
18319561_430_A34QZDSTKZ3JO9	wrongful convictions need no attention	wrongful convictions need attention	1	Allowing felons To vote would help wrongful convictions get proper attention from government	Felons should be allowed To vote	Should Felons Ever Be Allowed To Vote	Laws disenfranchising felons in several states have had A disproportionate effect on african americans
18884220_318_A34QZDSTKZ3JO9	Christians hate the act And not the people	Christians hate the act And the people	1	Christians feel homosexuality is immoral	Christians have created A harmful atmosphere for gays	Have Christians Created A Harmful Atmosphere for Gays	church backed efforts To fight <abbv> rights have been blamed for feeding A hateful atmosphere that accommodates attacks on gays
19639295_564_A1DJNUJZN8FE7N	physicians are available <num>	physicians are not available <num>	1	The internet can be supplementary To meeting with A physician	Medical websites are healthful	Are Medical Websites Healthful	Does the internet add To patients knowledge or dangerously misinform them
18038746_0_A1I4CYG5YDFTYM	that is in the past And Turkey is looking To turn over A new leaf	that is in the present And Turkey is not looking To turn over A new leaf	1	Erdogan has A history or repressing civil rights And violence	Turkey doesn't belong To NATO	Does Turkey Still Belong in NATO	Given President Erdogan record on human rights And how his focus on the Kurdish minority has interfered with his fight against ISIS is he A reliable ally
17502873_285_A1I4CYG5YDFTYM	this is not what every politician does	this is exactly what every politician does	0	When activists try To be politicians it is clear they are only pursuing their own narrow objectives And visions just To stroke their own ego	Activists cannot be politicians	Can Activists Be Politicians	In running for mayor <unk> Baltimore DeRay Mckesson is one <unk> A group <unk> activists nationwide hoping To turn their activism into political power
18176052_144_AE861G0AY5RGT	the presence <unk> Chinese students means other students aren't being educated	the presence <unk> Chinese students doesn't mean other students are being mis treated	0	There are A lot <unk> Chinese students in US universities	Public universities are neglecting in state students	Are Public Universities Neglecting in state Students	State schools are accepting more And more nonresidents To bridge budget gaps
20918837_0_A1I4CYG5YDFTYM	Muslims need To know that the two state fix is going To be the acceptable answer	Muslims need To know that the two state fix is not ever going To be the acceptable answer	0	Moving the U.S. embassy will tell Muslims that Israel will never accept A two state fix And more war will ensue	The U.S. Embassy should not be moved from Tel Aviv To Jerusalem	Should the U.S. Embassy Be Moved From Tel Aviv To Jerusalem	The location has long been A diplomatic thorn in the american israeli relationship
