#id	warrant0	warrant1	correctLabelW0orW1	reason	claim	debateTitle	debateInfo
7237604_435_A34QZDSTKZ3JO9	everyone needs To see who they are targeting	no one wants To see who they are targeting	0	Drone attacks are impersonal And indiscriminate <unk> targets	Drone attacks make more harm	Do Drone Attacks Do More Harm Than Good	Strikes have fueled anti american sentiment but also have taken out some terrorist targets Are they making the U.S. safer or just more hated
2876711_397_A1I4CYG5YDFTYM	things haven't changed since he was around	things have changed since he was around	0	My wise grandfather believed correctly that subsidies undermine farming	Farm subsidies do not protect national security	Do Farm Subsidies Protect National Security	Some new House Republicans who pledged To cut spending defend the flow <unk> money To their states Will the system be changed
7644790_273_A3TKD7EJ6BM0M5	violence And loss <unk> life won't stimulate the European economy	violence And loss <unk> life will stimulate the European economy	0	If they don't abandon the Euro they will be creating violence And loss <unk> life	Germany should abandon the Euro	Should Germany Abandon the Euro	The repercussions <unk> Greece leaving the euro zone have been widely debated But what if Germany left instead
7952064_385_A34QZDSTKZ3JO9	printed pages are becoming obsolete	printed pages aren't becoming obsolete	1	People still like reading printed pages	We need libraries	Do We Still Need Libraries	What are libraries for And how should they evolve
13068403_151_AYFOAD75CRBKE	changes are seen	no change is seen	0	Sanctions against Cuba are examples <unk> imperialist policies by country with A bad human rights record	The U.S. should lift sanctions with Cuba	Hitting Restart With Cuba	Should the U.S. lift sanctions And establish diplomatic relations with Cuba
3639835_338_A34QZDSTKZ3JO9	the private sector will not earn more money	the private sector will earn more money	0	The only interest <unk> the private sector is the bottom line profits	Privatization is A bad deal for cities And states	Is Privatization A Bad Deal for Cities And States	To save money New York is turning the clock back on outsourcing by replacing private contractors with city workers
9306087_837_A104V8NZIQFN2F	the working people do not need any more help	the working people need more help	1	Ending tipping would benefit working people.	Not To tip	To Tip or Not To Tip	Should restaurants do away with tipping
10226758_89_A34QZDSTKZ3JO9	people make money off <unk> them benefitting society	people rarely make money off <unk> them that benefits society	1	People who don't understand the odds are exploited with false hope <unk> riches while communities are stripped <unk> economic resources	Casinos are too much <unk> A gamble	Are Casinos Too Much <unk> A Gamble	Do the economic And fiscal benefits <unk> casinos outweigh their social And economic costs
7228812_179_A3GNQDFPZALU92	collateral damage is necessary as part <unk> A war And ultimately drone attacks deliver peace	collateral damage isn't necessary as part <unk> A war And ultimately drone attacks deliver destruction	1	Drones kill innocent people.	Drone attacks make more harm	Do Drone Attacks Do More Harm Than Good	Strikes have fueled anti american sentiment but also have taken out some terrorist targets Are they making the U.S. safer or just more hated
13321356_0_A3GNQDFPZALU92	that difference is easily understood by parents	that difference is so easily blurred And disrespected	0	There is A difference between doing the homework for them versus helping them understand the principles	Parents should help their children with homework	Whose Work Is Homework	Should parents help their children with homework Or do they end up doing more harm than good
3125279_227_A1DJNUJZN8FE7N	the lower expense has allowed for proper upkeep	even the lower expense hasn't allowed for proper upkeep	0	Biking is good for one health And the environment It is more expensive To maintain roads than bike lanes	New York bike lanes are working	Are New York Bike Lanes Working	Mayor Koch bicycle network died quickly Mayor Bloomberg is remaking the streets <unk> the city What is the verdict so far
13237789_21_A1DJNUJZN8FE7N	being A sentient being is not enough	being A sentient being is more than enough	0	There should be more prerequisites To voting than being alive	Voting should not be A constitutional right	Should Voting Be A Constitutional Right	Should A constitutional amendment guarantee the right To vote To fend off efforts that inhibit And restrict voting
4970171_352_APW9F8OTJ4KXO	personal annoyance is not A valid reason To deny A person their rights because <unk> their physical condition	personal annoyance is A valid reason To deny A person their rights because <unk> their personal condition	1	I get annoyed hearing people say that their weight is natural	Legislation should not protect obese	Should Legislation Protect the Obese	Should it be illegal for businesses To discriminate against unhealthy And heavily overweight applicants
12649273_121_A34QZDSTKZ3JO9	the good behavior will make players focus harder	the bad behavior will make players focus harder	0	Things that limit bad behavior in sports should be supported	Tennis strung is not too tight	Is Tennis Strung Too Tight	Some top players say fans should be allowed To be more exuberant Maybe other changes in etiquette can be considered
8385486_0_AE861G0AY5RGT	A child shouldn't start learning before they are kindergarten age	A child should start learning before they are kindergarten age	1	Preschool can provide substantial early childhood education	Public preschool is A smart investment	Is Public Preschool A Smart Investment	Would quality child care that included A preschool curriculum be A better national goal
9306087_528_A3TKD7EJ6BM0M5	tipping will not weed out the corrupt professionals	tipping will weed out the corrupt professionals	0	Tipping is corrupt you can't tip teachers journalists healthcare professionals	Not To tip	To Tip or Not To Tip	Should restaurants do away with tipping
7948914_704_A1CF6U3GF7DZEJ	those who cannot afford access may be denied in A capitalist society	those who cannot afford access will not be denied in A capitalist society	1	Libraries provides books And internet access To those who cannot afford it.	We need libraries	Do We Still Need Libraries	What are libraries for And how should they evolve
6953350_0_A1DJNUJZN8FE7N	support those that don't appreciate it makes us look good	support those that don't appreciate it makes us look bad	1	Israel doesn't appreciate what we give them	Supporting Israel hurts	Has Support for Israel Hurt U.S. Credibility	Is support for Israel so entrenched in American politics that the U.S. has lost credibility And influence in the Middle East
9832599_0_A1I4CYG5YDFTYM	it is effecting the US And Europe And now the US must do something To help the problem	it is not effecting the US And Europe And the US should not do something To help the problem	1	In order To avoid becoming fully involved in their war we should stay completely out <unk> everything going on in <unk>	US should not attack Syria	Is an Attack on Syria Justified	Should the United States And its allies launch air strikes against Syria in response To the Assad regime reported use <unk> chemical weapons
9043990_0_A2D7S8Y2FAUWMC	many people are taller now short players should find another sport	many people are taller now short players shouldn't face even more disadvantages	1	Raising the rim would further increase the advantage <unk> taller players not decrease it.	Rim should not be raised	Raise the Rim	Many basketball players today are A foot taller than players were in the <num> s the rim is no longer out <unk> reach Should it be raised
10095919_370_A1I4CYG5YDFTYM	this hasn't caused the cost <unk> insurance To skyrocket	this has caused the cost <unk> insurance To skyrocket	0	Obamacare has removed insurance companies ability To refuse coverage To consumers	Obamacare is working	Is Obamacare Working	The law is starting To take effect Were the dire predictions correct or is it lowering costs And expanding access
4425625_274_A247LJDZOGXJK6	research papers do not require the use <unk> digital tools	research papers require the use <unk> digital tools	1	Teaching students in the use <unk> digital tools would be helpful	Research papers are A useful exercise for college students	Are Research Papers A Waste <unk> Time	Has the Internet made research papers A useless exercise for college students Is there A better way To assess knowledge
6042475_741_A2OZTBCBOCHF9E	Some people don't like vegetables	everyone loves vegetables	1	Vegetable intake will lead To A healthier person	Veganism is good for everyone	Is Veganism Good For Everyone	Maybe some <unk> us simply weren't built To be vegans Is the diet good for everyone
6102751_193_A1LZPWVZRTUZD0	protein And carbs can be obtained more easily through A vegan diet than A non vegan diet	protein And carbs are obtained with more difficulty through A vegan diet than A non vegan diet	1	The body does not function well without protein or carbs	Veganism is not good for everyone	Is Veganism Good For Everyone	Maybe some <unk> us simply weren't built To be vegans Is the diet good for everyone
11892792_20_A1I4CYG5YDFTYM	this wouldn't give them more incentive To work harder And do A better job	this would give them more incentive To work harder And do A better job	0	Government grading colleges will cause additional administrative costs which would be better spent on faculty	Government should not grade colleges	Should the Government Grade Colleges	Should the government rate colleges To hold them accountable for graduation rates student debt And access for the poor And minorities
9944889_71_A3TKD7EJ6BM0M5	salt is not A seasoning technically	salt is A seasoning technically	1	I should be able To season my food as I wish	Salt should have A place at the table	Should Salt Have A Place at the Table	More restaurants have been doing without salt shakers Some chefs say that sensible Some diners find it annoying
7441792_159_A1DJNUJZN8FE7N	almost no other shows on TV are equally sexist racist or misogynistic	almost all other shows on TV are equally sexist racist or misogynistic	0	Criticism needs To be strongly raised when A reality show is sexist racist or misogynistic	Reality shows are worse than other TV	Are Reality Shows Worse Than Other TV	Is A bad reality show worse than A bad sit com Is A compelling one less important than A compelling scripted drama
12631449_628_A1LZPWVZRTUZD0	Assad is not actually fighting against ISIS	Assad is actually fighting against ISIS	1	The US should work with all <unk> the countries that are fighting <unk>	The U.S. should work with Assad To fight ISIS	Should the U.S. Work With Assad To Fight ISIS	Is the militant group such A threat To the United States that working with the despised Syrian dictator would be in the national interest
6537714_175_AE861G0AY5RGT	life itself teaches kids To handle unexpected events And uncertainties	life itself doesn't teach kids To handle unexpected events And uncertainties	1	Family vacations teach children To handle uncertainties And unexpected happenings in an unfamiliar environment	Parents should make vacation with kids	Are Family Vacations Worth It	Should parents soldier forth And try To create those irreplaceable family memories Or take A real break by zipping off without the kids
7057234_301_A1DJNUJZN8FE7N	the most dangerous roles in government are official	the most dangerous roles in government are unofficial	0	The spouse <unk> the candidate is not being elected And will have no official role in the administration	We don't need To hear from candidate spouse	Do We Need To Hear From the Candidate Spouse	What role should spouses <unk> the nominees play at conventions Is it appropriate or useful for them To give speeches
11965227_789_A104V8NZIQFN2F	few arrests mean officers were doing their jobs	few arrests mean officers were not doing their jobs	0	There was A low number <unk> arrests for marijuana	Colorado didn't go too far with pot	Did Colorado Go Too Far With Pot	Was the move To legalize marijuana done too quickly Do changes need To be made To their approach
2699384_0_A34QZDSTKZ3JO9	most people in Europe only more than one language	most people in Europe only use one language	0	French is A language that is used all throughout <unk>	Colleges need humanities programs	Do Colleges Need French Departments	With humanities programs being cut at many universities what do students stand To lose
6953387_0_A1HKYY6XI2OHO1	our administration got elected running on the platform <unk> irresponsibility	our administration got elected running on the platform <unk> responsibility	1	Supporting Israel is as irresponsible as China supporting North <unk>	Supporting Israel hurts	Has Support for Israel Hurt U.S. Credibility	Is support for Israel so entrenched in American politics that the U.S. has lost credibility And influence in the Middle East
4964300_0_A104V8NZIQFN2F	the obese are now motivated legislation should help them like equal opportunity does for minorities	the obese are not motivated legislation should not help them like equal opportunity does for minorities	1	Companies have A right To align themselves with healthier individuals if they so choose which doesn't penalize obese people but instead might motivate them	Legislation should not protect obese	Should Legislation Protect the Obese	Should it be illegal for businesses To discriminate against unhealthy And heavily overweight applicants
5612280_615_A3GNQDFPZALU92	even the smartest people make typographical And grammatical mistakes	only stupid people make typographical And grammatical mistakes	1	In highly respected publications there are numerous errors	People are getting dumber	Are People Getting Dumber	Sometimes when you turn on the TV it hard not To wonder Is humanity devolving
13039830_289_A247LJDZOGXJK6	losing trade increases the value <unk> American goods	losing trade decreases the value <unk> American goods	1	Before the embargo Cuba was one <unk> our best trading partners And now we are losing lots <unk> trade	The U.S. should lift sanctions with Cuba	Hitting Restart With Cuba	Should the U.S. lift sanctions And establish diplomatic relations with Cuba
4389032_79_A1DJNUJZN8FE7N	NYC style is the best style in the world	NYC style isn't the best style in the world	1	People from different parts <unk> the world are starting To reflect the same clothing trends as in <unk>	Globalization has ruined street style	Has Globalization Ruined Street Style	While some cities have A unique fashion sense others seem oddly familiar Is the Internet To blame
2565365_0_A1DJNUJZN8FE7N	that reach does not benefit workers whether they think so or not	that reach benefits workers whether they think so or not	0	The long reach <unk> an employer arm is legally unsupportable	Speech cannot be limited for public workers	Can Speech Be Limited for Public Workers	Should A New Jersey transit worker be fired for burning A Koran in his off duty hours
11652915_304_A104V8NZIQFN2F	the only peace lies in genocide	only war And turmoil lies in genocide	1	It is likely that Jewish people would be slaughtered proof <unk> that is what is happening between Egyptians And muslims	hamas <unk> unity can't lead To mideast peace	Can hamas <unk> Unity Lead To Mideast Peace	Will A reconciliation between Fatah And Hamas improve the chances <unk> arab israeli peace which have dimmed as u s backed talks foundered
4389032_79_A34QZDSTKZ3JO9	trends are now harder To point out	trends are now easier To point out	0	People from different parts <unk> the world are starting To reflect the same clothing trends as in <unk>	Globalization has ruined street style	Has Globalization Ruined Street Style	While some cities have A unique fashion sense others seem oddly familiar Is the Internet To blame
10526193_653_AE861G0AY5RGT	A nuclear power plant is resource And not A weapon	A nuclear power plant is A weapon And not A resource	1	Our history proves we cannot responsibly handle nuclear weapons	Nuclear power is not the answer To climate change	Is Nuclear Power the Answer	A group <unk> climate scientists want environmentalists To see nuclear power as A way To combat climate change Are they on To something
6022867_778_AE861G0AY5RGT	evidence doesn't show vegan standards meet the average persons dietary requirement	evidence shows vegan standards more than meet the average persons dietary requirement	0	Everyone has different dietary requirements And compelling others To try To live by vegan standards may not work well for them	Veganism is not good for everyone	Is Veganism Good For Everyone	Maybe some <unk> us simply weren't built To be vegans Is the diet good for everyone
6209268_513_A2QVMCGDLTWV9	it is A burden on countries To provide for retirees	it is A not A burden on countries To provide for retirees	1	With the way that retirement is heading in the US it is comforting To know that I have the option To retire in A country that will provide for me	Dual citizenship should be allowed	Can Dual Citizens Be Good Americans	Should dual citizenship be allowed The pros And cons <unk> pledging allegiance To more than one country
9312264_156_A247LJDZOGXJK6	the restaurant chooses the servers And should be responsible for paying them	the restaurant chooses the servers And should not also be responsible for paying them	1	Diners may not be able To select the server but they can compensate them according To their service	To tip	To Tip or Not To Tip	Should restaurants do away with tipping
10226758_0_A2GHGJP29KRWOQ	Darwinism says that the human race will suceed if we can weed out weakness	Darwinism says that the human race will fail if we weed out weakness	1	Gambling exploits greed And human weakness	Casinos are too much <unk> A gamble	Are Casinos Too Much <unk> A Gamble	Do the economic And fiscal benefits <unk> casinos outweigh their social And economic costs
8834740_580_A1I4CYG5YDFTYM	higher tuition results in more less for the college who can not add new programs And buildings	higher tuition results in more money for the college who can add new programs And buildings	0	College sports make tuition higher	Drop sports program in undergraduate schools	Dropping the Ball	Should more undergraduate schools follow in the footsteps <unk> Spelman College And consider dropping intercollegiate sports programs
2699780_0_AE861G0AY5RGT	we have apps for our phones which can barely translate in other language when we don't speak the language	we have apps for our phones which can translate in other language when we don't speak the language	0	Not all science And technology workers speak english	Colleges need humanities programs	Do Colleges Need French Departments	With humanities programs being cut at many universities what do students stand To lose
11520908_55_APW9F8OTJ4KXO	we don't have the technology To have it transcribed without the use <unk> A human	we now have the technology To have it transcribed without the use <unk> A human	0	Somebody still needs To transcribe audio recordings	Court stenographers are necessary	Are Court Stenographers Necessary	After A New York court reporter left behind an incomplete record some are asking whether it still makes sense To use stenographers in legal proceedings
5449342_0_A34QZDSTKZ3JO9	some students can afford To work without pay	no students can afford To work without pay	1	Only those who are well off can afford To work without pay	Unpaid internship exploit college students	Do Unpaid Internships Exploit College Students	Should the government get tough To protect unpaid interns or are internships A win win
12536410_1025_A34QZDSTKZ3JO9	industry can't change the world	industry can change the world	1	3D printing has the power To change all industries	<num> d printing will change the world	Will <num> d Printing Change the World	For all the hype over three dimensional printing it still unclear exactly how And when it will have an impact on our daily lives
4581165_101_A34QZDSTKZ3JO9	we don't want To go To war with China	we could finally go To war with China	0	Selling arms To Taiwan could trigger an unwanted response from <unk>	Stop selling arms To Taiwan	Should the U.S. Keep Selling Arms To Taiwan	The U.S. approved A <num> billion arms sale To Taiwan over China protests What are the consequences
8470645_137_APW9F8OTJ4KXO	movies now have mediocre writing	movies are now able To become successful even with mediocre writing	0	movies become all about the special effects making pacing story And character development irrelevant	computer generated imagery is ruining cinema	Is That A Movie or Video Game	Is computer generated imagery or <abbv> ruining the magic <unk> cinema or enhancing it
6006832_105_A1I4CYG5YDFTYM	This information offers the same bland choices people need To learn new ways To eat exciting food that is satisfying And healthy	This information offers the same bland choices people do not need To learn new ways To eat exciting food that is satisfying And healthy	1	Information regarding healthy eating is readily accessible To any who care To educate themselves	We do not need more advice about eating well	Do We Need More Advice About Eating Well	Maybe Americans would be healthier if we understood nutrition better Or maybe we know enough And eat poorly for other reasons
9853997_193_A8GWYS9O8FUEK	This aids in learning	This distracts from learning	0	There is A community made in the dorms	Students should live on campus	Should Students Live on Campus or Off	Is living in A dormitory worth the expense Does living elsewhere mean missing out on the college experience
4966940_0_AE861G0AY5RGT	being obese isn't always A matter <unk> simply needing To lose weight	being obese is A matter <unk> simply needing To lose weight	1	Overweight people can lose weight	Legislation should not protect obese	Should Legislation Protect the Obese	Should it be illegal for businesses To discriminate against unhealthy And heavily overweight applicants
10752636_0_A1CF6U3GF7DZEJ	their stability excuses the fact that monarchy is inherently opposed To democracy	their stability does not excuse the fact that monarchy is inherently opposed To democracy	0	Constitutional monarchies can be as stable And prosperous as democracies	Democracies should have monarchs	Should Democracies Have Monarchs	Thailand king was once seen as A steadying hand in the nation rocky politics But does that kind <unk> intervention help or hinder
5490554_85_A34QZDSTKZ3JO9	kids can play sports at home or in private leagues	kids cannot always play sports at home or in private leagues	1	All children should be able To participate in sports	home schoolers should play for high school teams	Should home schoolers Play for High School Teams	home schoolers may not want their children in the classroom but they'd like To see them on the football field Is that their right
5483718_477_A1OYYWJ2B7OQTD	children should be allowed To have the experience <unk> athletics	children shouldn't be allowed To have the experience <unk> athletics if they haven't earned it	1	Like private school boarding school And religious school students home schooled students might pay taxes but the school colors are not meaningful To them	home schoolers should not play for high school teams	Should home schoolers Play for High School Teams	home schoolers may not want their children in the classroom but they'd like To see them on the football field Is that their right
6212698_362_A1CF6U3GF7DZEJ	America does not always need To come first being the most powerful nation	America should always come first being the most powerful nation	0	Dual citizenship allows one To enjoy the pros And cons <unk> the home country And the country that is welcoming them	Dual citizenship should be allowed	Can Dual Citizens Be Good Americans	Should dual citizenship be allowed The pros And cons <unk> pledging allegiance To more than one country
7951380_271_A104V8NZIQFN2F	it is also peacful in my living room	it is other places aren't as peaceful	1	When school is not in session one can still gain knowledge And A peaceful environment in A library	We need libraries	Do We Still Need Libraries	What are libraries for And how should they evolve
12408877_279_A1CF6U3GF7DZEJ	the slippery slope idea has led To many civil rights violations	the slippery slope idea has not led To many civil rights violations	1	If people can get away with breaking small laws they will be more likely To break big ones	Strictly enforcing minor violations deter more serious crime	Is Broken Windows A Broken Policy for Police	Does strictly enforcing minor violations deter more serious crime or simply harass And antagonize residents <unk> high crime neighborhoods
13040340_0_AYFOAD75CRBKE	the embargo should be abolished	the embargo should be modified	0	The Cuban Embargo has been A joke for decades	The U.S. should lift sanctions with Cuba	Hitting Restart With Cuba	Should the U.S. lift sanctions And establish diplomatic relations with Cuba
6516554_690_A34QZDSTKZ3JO9	children need To learn how To behave	children already know how To behave	1	Children need To learn self control And parents need To respect their child autonomy	Tracking kids invades privacy	You Can Track Your kids But Should You	When does monitoring your children through technology cross the line into invasion <unk> privacy
4441037_436_APW9F8OTJ4KXO	critical thinking skills are not developed well before the college years	critical thinking skills are mostly developed well before the college years	0	A well written paper takes critical thinking skills	Research papers are A useful exercise for college students	Are Research Papers A Waste <unk> Time	Has the Internet made research papers A useless exercise for college students Is there A better way To assess knowledge
13557962_5_A104V8NZIQFN2F	an independent body isn't used To conduct the lottery	an independent body conducts the lottery	0	Faux Lotteries are just A form <unk> cherry picking	Charter schools are cherry picking students	Keeping Only the Best Behaved	Are charter schools with their high rates <unk> suspension And expulsion cherry picking students
2655810_227_A2QVMCGDLTWV9	electricity does not only supplement gas	electricity can only supplement gas	0	Hybrids are common on the road today	Electric cars will succeed	Will Electric Cars Finally Succeed	Are plug in cars the future or will high cost And other technologies eclipse their promise
6891432_76_A3TKD7EJ6BM0M5	capital gains don't count as riches	capital gains do count as riches	1	Rich people use society To get rich And they should be taxed on their riches	Do not stop taxing capital gains	Should We Stop Taxing Capital Gains	Would eliminating taxes on investment And savings help the economy grow or simply create more inequality
5357182_129_A34QZDSTKZ3JO9	some kids are not challenged	some kids are too challenged	0	Parental control will lead To children being unchallenged at school	Parents should not control what kids learn at school	Should Parents Control What Kids Learn at School	In New Hampshire parents can tailor each child curriculum To avoid objectionable content Does that turn education into A private right instead <unk> A public good
10338783_127_A2GHGJP29KRWOQ	that is sometimes required To get A criminal off the street	that is sometimes tempting To get A criminal off the street	1	Police officers are occasionally untruthful or falsify evidence	Police officers should be required To wear cameras	If Police Encounters Were Filmed	Should police officers be required To wear cameras that record their interactions with the public
7528221_507_A1CF6U3GF7DZEJ	FEMA has the funding not the local communities	the funding should go To the local communities	1	Local communities do A better job than huge agencies like <unk>	We don't need FEMA	Do We Really Need FEMA	Should the states or private companies take over FEMA responsibilities for emergency response
6022867_778_A1CF6U3GF7DZEJ	veganism is preaching mandatory diets	veganism is not preaching mandatory diets	0	Everyone has different dietary requirements And compelling others To try To live by vegan standards may not work well for them	Veganism is not good for everyone	Is Veganism Good For Everyone	Maybe some <unk> us simply weren't built To be vegans Is the diet good for everyone
5360372_89_A1HKYY6XI2OHO1	today children have turned out not To be dumb And obnoxious	today children have turned out To be dumb And obnoxious	0	Public schools already tailor classes To children needs without parent interference	Parents should not control what kids learn at school	Should Parents Control What Kids Learn at School	In New Hampshire parents can tailor each child curriculum To avoid objectionable content Does that turn education into A private right instead <unk> A public good
13039956_0_A104V8NZIQFN2F	China has not taken advantage <unk> the US in trading	China has taken advantage <unk> the US in trading	0	China is basically A dictatorship And the US does business with them	The U.S. should lift sanctions with Cuba	Hitting Restart With Cuba	Should the U.S. lift sanctions And establish diplomatic relations with Cuba
13273414_0_A1CF6U3GF7DZEJ	they are getting hardly any money like life in Napster time	they are at least getting some money unlike life in Napster time	0	Streaming services do not pay artists as much as radio does	Streaming is not good for musicians	Is Streaming Good for Musicians	As listeners begin To move from CDs And downloads To streaming is the trend good for music And musicians
3123867_109_A1I4CYG5YDFTYM	cars do not need To learn To watch for bikes more in order To help avoid injury	cars clearly need To learn To watch for bikes A little more in order To help avoid injury	0	Bikers show no regard for red lights one way streets or for even using the lanes Exiting A car is hazardous Bikers use the other side <unk> the street then complain when doors open etc. And endanger them	New York bike lanes are not working	Are New York Bike Lanes Working	Mayor Koch bicycle network died quickly Mayor Bloomberg is remaking the streets <unk> the city What is the verdict so far
11404549_402_A1LZPWVZRTUZD0	the risk <unk> not vaccinating the entire population is much riskier than the individual risk <unk> vaccine injury	the risk <unk> not vaccinating the entire population is much less risky than the individual risk <unk> vaccine injury	1	Some are not willing To take the risk <unk> vaccine injuries	Vaccination should not be mandatory for all children	Making Vaccination Mandatory for All Children	Should parents no longer be allowed To get religious or philosophical exemptions from having their children immunized
11410953_108_A2GHGJP29KRWOQ	the plague killed no one	the plague killed literally millions	0	There are thousands <unk> people injured by vaccines And years <unk> studies that make me question their safety	Vaccination should not be mandatory for all children	Making Vaccination Mandatory for All Children	Should parents no longer be allowed To get religious or philosophical exemptions from having their children immunized
9846734_338_A1I4CYG5YDFTYM	teachers can still be excited after having training it shows they truly love their job	teachers might not still be excited after having training even if they truly love their job	1	Enthusiasm by young teachers can actually be worth more than teachers who have A negative attitude	Teachers do not need To have experience	Do Teachers Need To Have Experience	Many charter schools rely on young inexperienced but motivated people who quit after A few years. Is that A good idea
6537714_175_A247LJDZOGXJK6	children will have To handle things that are unexpected	children will never have To handle things that are unexpected	0	Family vacations teach children To handle uncertainties And unexpected happenings in an unfamiliar environment	Parents should make vacation with kids	Are Family Vacations Worth It	Should parents soldier forth And try To create those irreplaceable family memories Or take A real break by zipping off without the kids
6814608_283_AA7ASGQEOMKEZ	doping doesn't improve performance for adults playing for spectators	doping improves performance for adults playing for spectators	0	The kids playing sports for fun aren't benefiting from doping	Doping should not be allowed	Should Doping Be Allowed	It A constant scandal in cycling baseball And at the olympics Testing doesn't eliminate the drugs Should we just accept them
12412641_198_A34QZDSTKZ3JO9	small cities are not being overrun by tourists	small cities are being overrun by tourists	0	A small city with architectural treasures can become an international destination for architecture aficionados	starchitects are not ruining cities	Are starchitects Ruining Cities	Are superstar architects who often work in cities they know little about creating buildings that don't mesh well with the surroundings
6042475_234_A2GHGJP29KRWOQ	all humans are essentially the same	all humans are not the same	0	Eating meat is animistic And not right for humans	Veganism is good for everyone	Is Veganism Good For Everyone	Maybe some <unk> us simply weren't built To be vegans Is the diet good for everyone
5382541_98_A1I4CYG5YDFTYM	the US won't build something nearly as nice due To cost	the US will build something nearly as nice due To American know how	1	The vast trains in Europe Japan And China are comfortable	California needs high speed rail	Does California Need high speed Rail	Some say the state can't afford To build A rail line from Los Angeles To San francisco But maybe it can't afford not To
2699604_345_AE861G0AY5RGT	the history <unk> civilizations is essential To succeed in today job market	the history <unk> civilizations is not essential To succeed in today job market	0	Humanities help students To appreciate early teachings <unk> Greeks And <unk>	Colleges need humanities programs	Do Colleges Need French Departments	With humanities programs being cut at many universities what do students stand To lose
8370267_677_A104V8NZIQFN2F	hackers don't follow the rules anyway	white hat hackers follow the rules	1	Corporations should cover the losses <unk> identity theft <unk> their customer if they are hacked And should be required To inform customer right away	Disclosure makes consumers safer	Should Companies Tell Us When They Get Hacked	Although hacking is common it rare for companies To talk about it. Would disclosure make consumers safer or just help hackers
10095919_605_A3GNQDFPZALU92	that idea in theory proved successful in practice	that idea in theory did not bear out successfully in practice	0	Obamacare was A return <unk> healthcare To the free market	Obamacare is working	Is Obamacare Working	The law is starting To take effect Were the dire predictions correct or is it lowering costs And expanding access
7952465_337_A1I4CYG5YDFTYM	communities have many locations that can be used as gathering places And books are available online	communities have few locations that can be used as gathering places And books are not always available online	1	Libraries function as community centers as well as lending out books	We need libraries	Do We Still Need Libraries	What are libraries for And how should they evolve
3651071_0_A1I4CYG5YDFTYM	these problems aren't easily solved now And people aren't more aware <unk> how To deal with technology	these problems are more easily solved now because people are more aware <unk> how To deal with technology	0	A lot <unk> time is lost with computer technical troubles	Online classes are not the best way To teach	Can Young Students Learn From Online Classes	Online courses are increasingly common in high schools And middle schools Is this the best way To teach that age group
3649706_974_A34QZDSTKZ3JO9	teachers can reach all their students in A class	teachers can't reach all their students in A class	0	Students benefit in life enhancing ways from the connection with other human beings And teachers	Online classes are not the best way To teach	Can Young Students Learn From Online Classes	Online courses are increasingly common in high schools And middle schools Is this the best way To teach that age group
7638928_211_A2G30CUMM6UXG5	Germany needs To focus on their own needs first	Germany needs To ignore their own needs first	1	Germany exiting the Euro would cause depression And nationalism in other states resulting in chaos	Germany should not abandon the Euro	Should Germany Abandon the Euro	The repercussions <unk> Greece leaving the euro zone have been widely debated But what if Germany left instead
4425625_19_A1DJNUJZN8FE7N	the most powerful people in this country have To support their arguments	the most powerful people in this country don't have To support their arguments	0	Research papers encourage students To properly support their arguments	Research papers are A useful exercise for college students	Are Research Papers A Waste <unk> Time	Has the Internet made research papers A useless exercise for college students Is there A better way To assess knowledge
5483718_477_AE861G0AY5RGT	the school colors are the most important part <unk> athletic events which teach kids comradery	the school colors aren't the most important part <unk> athletic events which teach kids comradery	0	Like private school boarding school And religious school students home schooled students might pay taxes but the school colors are not meaningful To them	home schoolers should not play for high school teams	Should home schoolers Play for High School Teams	home schoolers may not want their children in the classroom but they'd like To see them on the football field Is that their right
11405532_601_AE861G0AY5RGT	vaccines do not prevent disease	vaccines prevent disease	1	Parents who do not vaccinate their children should consider what it is like To raise A child in A more disease prevalent country	Vaccination should be mandatory for all children	Making Vaccination Mandatory for All Children	Should parents no longer be allowed To get religious or philosophical exemptions from having their children immunized
6622253_637_AE861G0AY5RGT	modern men do not focus on the bravery	modern men focus on the bravery	1	A man should be inspirational And courageous And loving in A world full <unk> hate	Modern men are manly enough	Are Modern Men Manly Enough	Are men spending too much time at the spa And the gym in lieu <unk> grittier manlier pursuits And if so is this making them less masculine
2701458_582_A34QZDSTKZ3JO9	not everyone that not in college would have this information	everyone that not in college would have this information	0	The internet provides this kind <unk> information for free	Colleges do not need humanities programs	Do Colleges Need French Departments	With humanities programs being cut at many universities what do students stand To lose
2699604_696_A34QZDSTKZ3JO9	humanities programs are an experience people can't get other places	humanities programs are just an experience people can get other places	0	This would be A major loss To society as A whole And people would miss out on an amazing experience	Colleges need humanities programs	Do Colleges Need French Departments	With humanities programs being cut at many universities what do students stand To lose
8835812_0_A34QZDSTKZ3JO9	students can learn leadership discipline And teamwork elsewhere	students can't learn leadership discipline And teamwork elsewhere	1	Sports programs teach important things like leadership discipline And teamwork	Do not drop sports program in undergraduate schools	Dropping the Ball	Should more undergraduate schools follow in the footsteps <unk> Spelman College And consider dropping intercollegiate sports programs
13652278_0_A1DJNUJZN8FE7N	more terrorism means more danger And death	more terrorism means better news stories	0	Without the CIA there would be more terrorism on US soil	We need the <abbv>	Do We Need the <abbv>	Would the security needs <unk> the United States be better served if the agency were dismantled
